season,team_id,avg_massey_rank,std_massey_rank,min_massey_rank,max_massey_rank,median_massey_rank
2024,1292,252.28,49.76,49.0,336.0,264.0
2003,1293,109.55,29.34,27.0,181.0,114.0
2004,1293,57.33,24.18,17.0,295.0,54.0
2005,1293,143.93,28.41,60.0,271.0,145.0
2006,1293,98.26,24.5,24.0,188.0,97.0
2007,1293,219.24,28.19,147.0,318.0,220.5
2008,1293,199.77,29.71,123.0,307.0,196.0
2009,1293,159.53,34.05,61.0,292.0,158.5
2010,1293,70.33,26.44,9.0,184.0,66.0
2011,1293,115.34,24.1,37.0,208.0,116.0
2012,1293,30.56,28.4,1.0,293.0,23.0
2013,1293,90.97,34.38,14.0,231.0,94.0
2014,1293,188.58,38.82,94.0,324.0,180.0
2015,1293,84.74,37.26,12.0,253.0,75.0
2016,1293,170.25,30.74,36.0,237.0,178.0
2017,1293,194.97,31.0,74.0,276.0,197.0
2018,1293,86.9,29.96,25.0,238.0,81.0
2019,1293,62.89,22.94,18.0,205.0,60.0
2020,1293,139.81,33.0,31.0,261.0,137.0
2021,1293,173.98,48.7,46.0,297.0,169.0
2022,1293,50.15,32.51,3.0,245.0,40.0
2023,1293,170.39,36.95,36.0,268.0,172.0
2024,1293,193.4,49.34,69.0,323.0,189.0
2005,1294,294.21,20.69,174.0,328.0,298.0
2006,1294,317.72,10.03,264.0,332.0,319.0
2007,1294,322.51,11.45,279.0,336.0,326.0
2008,1294,242.71,24.38,157.0,316.0,245.0
2009,1294,236.54,28.92,132.0,310.0,235.0
2010,1294,102.9,32.16,23.0,281.0,98.0
2011,1294,154.83,38.99,78.0,288.0,147.0
2012,1294,241.62,40.75,107.0,303.0,254.0
2013,1294,279.7,32.66,102.0,343.0,282.0
2014,1294,169.88,37.69,42.0,296.0,170.0
2015,1294,233.26,27.97,105.0,292.0,237.0
2016,1294,309.21,18.67,218.0,350.0,310.0
2017,1294,275.57,28.62,134.0,340.0,281.0
2018,1294,150.99,38.6,67.0,304.0,141.0
2019,1294,164.81,34.88,26.0,273.0,170.0
2020,1294,125.03,34.7,56.0,262.0,119.0
2021,1294,231.05,43.11,69.0,349.0,238.0
2022,1294,196.74,30.14,92.0,296.0,198.0
2023,1294,246.28,35.63,103.0,337.0,250.0
2024,1294,217.06,42.12,137.0,351.0,203.0
2006,1295,176.8,30.78,66.0,309.0,173.0
2007,1295,134.98,30.2,62.0,273.0,134.0
2008,1295,166.73,33.91,66.0,243.0,174.0
2009,1295,103.54,45.81,23.0,340.0,94.0
2010,1295,255.93,28.77,79.0,307.0,260.0
2011,1295,188.13,42.18,49.0,295.0,197.0
2012,1295,121.23,37.95,25.0,230.0,118.0
2013,1295,85.31,33.1,24.0,235.0,78.0
2014,1295,75.32,25.07,20.0,197.0,72.0
2015,1295,163.0,34.46,59.0,317.0,163.0
2016,1295,146.43,25.21,56.0,281.0,148.0
2017,1295,138.13,27.34,56.0,255.0,137.0
2018,1295,169.93,28.98,94.0,311.0,168.0
2019,1295,211.14,20.56,95.0,306.0,209.0
2020,1295,149.35,28.76,88.0,293.0,144.0
2021,1295,177.47,33.47,103.0,324.0,171.0
2022,1295,171.34,34.35,88.0,309.0,166.0
2023,1295,255.25,40.14,119.0,359.0,251.0
2024,1295,238.85,29.98,134.0,331.0,244.0
2003,1296,147.51,41.16,43.0,261.0,140.0
2004,1296,233.44,42.09,47.0,306.0,242.0
2005,1296,148.26,35.26,22.0,316.0,152.0
2006,1296,110.92,29.22,16.0,206.0,117.0
2007,1296,261.66,36.9,95.0,329.0,270.0
2008,1296,256.18,27.61,174.0,319.0,258.0
2009,1296,289.6,21.95,214.0,335.0,293.0
2010,1296,249.78,26.93,171.0,316.0,248.0
2011,1296,272.42,22.56,172.0,329.0,272.0
2012,1296,330.52,11.72,246.0,345.0,334.0
2013,1296,311.48,20.12,150.0,346.0,315.0
2014,1296,226.17,42.25,88.0,343.0,215.0
2015,1296,207.22,28.49,94.0,292.0,208.0
2016,1296,139.08,30.15,26.0,239.0,143.0
2017,1296,196.98,26.78,87.0,287.0,197.0
2018,1296,234.72,19.45,91.0,292.0,236.0
2019,1296,161.68,28.08,75.0,289.0,157.5
2020,1296,174.02,21.51,89.0,236.0,173.0
2021,1296,310.89,31.36,142.0,352.0,320.0
2022,1296,297.99,23.01,99.0,349.0,299.0
2023,1296,281.09,32.92,169.0,362.0,281.0
2024,1296,236.83,62.21,32.0,353.0,256.0
2013,1297,272.05,32.3,121.0,347.0,270.0
2014,1297,290.01,23.59,169.0,348.0,295.0
2015,1297,249.42,27.57,127.0,318.0,253.0
2016,1297,260.19,29.74,162.0,340.0,258.0
2017,1297,154.23,36.46,62.0,298.0,151.0
2018,1297,97.76,24.52,39.0,216.0,95.0
2019,1297,104.02,19.36,36.0,161.0,105.0
2020,1297,133.53,20.51,71.0,211.0,134.0
2021,1297,199.49,30.84,95.0,280.0,200.0
2022,1297,230.0,40.69,118.0,319.0,228.0
2023,1297,190.38,30.98,98.0,301.0,187.0
2024,1297,200.62,25.31,120.0,349.0,199.0
2003,1298,274.97,21.06,201.0,314.0,280.5
2004,1298,318.1,7.34,261.0,326.0,320.0
2005,1298,303.46,20.69,163.0,327.0,308.0
2006,1298,275.76,32.7,122.0,316.0,289.0
2007,1298,211.36,43.9,64.0,304.0,225.0
2008,1298,238.91,39.95,119.0,319.0,237.0
2009,1298,167.93,36.02,86.0,269.0,167.0
2010,1298,270.02,19.78,168.0,327.0,272.0
2011,1298,295.86,17.15,236.0,343.0,296.0
2012,1298,320.5,18.49,231.0,344.0,325.0
2013,1298,294.22,32.31,142.0,344.0,306.0
2014,1298,300.04,27.1,159.0,340.0,307.0
2015,1298,279.5,27.43,193.0,348.0,276.0
2016,1298,186.17,36.53,66.0,316.0,187.0
2017,1298,213.81,32.8,88.0,298.0,212.0
2018,1298,209.15,30.31,96.0,282.0,211.0
2019,1298,285.35,28.41,162.0,349.0,290.0
2020,1298,227.52,26.51,114.0,303.0,228.0
2021,1298,127.91,51.31,16.0,329.0,130.0
2022,1298,142.4,34.45,36.0,231.0,142.0
2023,1298,193.5,38.21,60.0,289.0,195.0
2024,1298,301.24,32.68,137.0,355.0,309.0
2003,1299,324.64,5.98,268.0,327.0,327.0
2004,1299,323.92,3.93,289.0,326.0,325.0
2005,1299,316.05,7.13,275.0,329.0,318.0
2006,1299,318.89,8.16,279.0,332.0,320.0
2007,1299,276.39,20.39,174.0,322.0,279.0
2008,1299,248.76,42.18,120.0,332.0,251.0
2009,1299,272.12,31.98,163.0,331.0,279.0
2010,1299,280.45,30.16,160.0,328.0,288.0
2011,1299,262.02,39.99,95.0,339.0,264.0
2012,1299,288.82,21.58,169.0,336.0,293.0
2013,1299,245.96,28.58,149.0,338.0,243.0
2014,1299,311.86,24.3,185.0,345.0,316.0
2015,1299,335.36,9.38,200.0,351.0,336.0
2016,1299,321.4,23.64,214.0,350.0,329.0
2017,1299,345.66,6.56,313.0,351.0,349.0
2018,1299,270.27,40.66,132.0,350.0,270.5
2019,1299,275.79,34.2,136.0,349.0,280.5
2020,1299,278.11,28.23,184.0,338.0,279.0
2021,1299,293.81,27.84,158.0,345.0,299.0
2022,1299,284.92,17.08,211.0,346.0,284.0
2023,1299,285.47,24.52,194.0,363.0,285.0
2024,1299,335.26,15.82,268.0,362.0,337.0
2008,1300,329.29,16.64,191.0,341.0,335.0
2009,1300,339.68,12.66,251.0,347.0,342.0
2010,1300,336.22,11.09,242.0,347.0,338.0
2011,1300,286.12,31.65,145.0,344.0,292.0
2012,1300,242.64,37.27,86.0,332.0,246.0
2013,1300,172.36,44.23,77.0,335.0,162.0
2014,1300,118.22,35.17,26.0,287.0,117.0
2015,1300,116.55,28.28,39.0,349.0,118.0
2016,1300,297.55,33.06,134.0,350.0,306.0
2017,1300,166.63,41.66,47.0,329.0,163.0
2018,1300,287.51,28.43,141.0,343.0,289.0
2019,1300,299.16,24.44,115.0,349.0,304.0
2020,1300,290.0,29.69,190.0,342.0,294.0
2021,1300,263.27,47.86,129.0,347.0,267.5
2022,1300,291.36,32.91,137.0,356.0,295.0
2023,1300,219.53,41.92,111.0,343.0,219.0
2024,1300,246.53,36.21,112.0,332.0,253.0
2003,1301,55.45,18.06,9.0,112.0,54.0
2004,1301,26.06,23.62,1.0,140.0,18.0
2005,1301,52.3,26.25,3.0,141.0,51.0
2006,1301,19.54,10.12,3.0,71.0,17.0
2007,1301,93.69,22.8,36.0,164.0,91.0
2008,1301,81.94,30.97,21.0,242.0,80.0
2009,1301,85.75,24.98,21.0,313.0,82.0
2010,1301,76.42,19.31,9.0,142.0,77.0
2011,1301,86.52,18.18,17.0,152.0,87.0
2012,1301,58.27,15.83,16.0,138.0,56.0
2013,1301,26.9,9.84,5.0,79.0,26.0
2014,1301,72.96,18.45,22.0,173.0,71.0
2015,1301,41.46,12.08,6.0,97.0,40.0
2016,1301,80.08,21.95,25.0,240.0,77.0
2017,1301,80.23,25.41,25.0,184.0,78.0
2018,1301,58.64,18.21,1.0,149.0,56.0
2019,1301,33.86,16.95,5.0,128.0,31.0
2020,1301,52.0,11.77,11.0,117.0,51.0
2021,1301,69.03,28.41,3.0,174.0,69.0
2022,1301,125.29,36.06,24.0,249.0,121.0
2023,1301,44.16,16.82,15.0,143.0,41.0
2024,1301,67.24,14.61,18.0,145.0,68.0
2012,1303,321.21,15.14,239.0,343.0,325.0
2013,1303,313.88,25.24,73.0,346.0,319.0
2014,1303,158.12,44.84,49.0,308.0,157.0
2015,1303,256.58,40.23,122.0,336.0,269.0
2016,1303,153.23,30.5,87.0,292.0,147.0
2017,1303,175.64,23.56,89.0,290.0,177.0
2018,1303,264.77,22.29,146.0,342.0,265.0
2019,1303,186.37,37.52,98.0,341.0,178.0
2020,1303,195.77,29.44,96.0,304.0,195.0
2021,1303,297.2,33.46,184.0,344.0,307.0
2022,1303,339.88,10.9,272.0,357.0,343.0
2023,1303,297.42,28.75,191.0,355.0,304.0
2024,1303,272.0,29.22,170.0,343.0,276.0
2003,1304,123.47,34.68,46.0,217.0,127.0
2004,1304,58.39,28.37,10.0,196.0,58.0
2005,1304,102.81,40.83,16.0,280.0,93.0
2006,1304,88.89,25.83,31.0,161.0,87.0
2007,1304,78.31,17.12,25.0,217.0,78.0
2008,1304,71.18,24.33,16.0,170.0,67.0
2009,1304,68.62,17.68,19.0,214.0,67.0
2010,1304,101.06,21.79,26.0,186.0,98.0
2011,1304,66.31,17.37,35.0,189.0,63.0
2012,1304,113.03,30.52,31.0,234.0,112.0
2013,1304,119.53,34.04,30.0,235.0,115.0
2014,1304,78.57,23.64,17.0,189.0,77.0
2015,1304,97.27,27.33,13.0,207.0,99.0
2016,1304,106.53,29.36,33.0,223.0,102.5
2017,1304,93.4,29.93,33.0,248.0,87.0
2018,1304,70.83,22.11,1.0,181.0,66.0
2019,1304,34.36,23.45,1.0,145.0,30.0
2020,1304,159.38,34.59,47.0,303.0,153.0
2021,1304,144.82,41.86,55.0,306.0,137.5
2022,1304,168.85,40.32,65.0,275.0,164.0
2023,1304,94.22,19.49,50.0,196.0,92.0
2024,1304,46.45,15.28,5.0,112.0,46.0
2003,1305,113.69,35.49,52.0,269.0,103.0
2004,1305,53.77,23.4,11.0,156.0,51.0
2005,1305,48.61,21.24,9.0,178.0,45.0
2006,1305,40.76,19.4,3.0,109.0,39.0
2007,1305,25.28,16.13,4.0,90.0,20.0
2008,1305,95.84,19.17,32.0,186.0,98.0
2009,1305,114.44,26.56,56.0,244.0,107.0
2010,1305,87.79,16.05,46.0,188.0,87.0
2011,1305,198.92,49.3,53.0,326.0,194.0
2012,1305,80.04,32.25,21.0,216.0,74.0
2013,1305,151.87,32.25,56.0,312.0,148.0
2014,1305,155.01,29.73,72.0,271.0,147.0
2015,1305,256.12,40.12,65.0,328.0,263.0
2016,1305,141.42,29.25,38.0,298.0,137.0
2017,1305,59.43,16.5,16.0,168.0,60.0
2018,1305,25.94,10.32,1.0,85.0,24.0
2019,1305,14.6,7.34,1.0,72.0,14.0
2020,1305,82.45,17.27,26.0,198.0,82.0
2021,1305,107.5,23.94,14.0,207.0,104.0
2022,1305,120.15,25.88,43.0,266.0,119.0
2023,1305,51.4,21.73,13.0,150.0,48.0
2024,1305,41.09,16.33,3.0,99.0,42.0
2003,1306,310.9,7.9,260.0,324.0,312.0
2004,1306,283.81,20.96,131.0,313.0,289.0
2005,1306,263.57,29.92,106.0,309.0,271.0
2006,1306,273.29,18.25,206.0,318.0,275.0
2007,1306,277.27,25.18,182.0,327.0,278.0
2008,1306,286.68,24.97,165.0,325.0,292.0
2009,1306,265.78,29.16,155.0,320.0,270.0
2010,1306,254.45,21.27,188.0,313.0,257.0
2011,1306,258.75,27.36,71.0,315.0,265.0
2012,1306,283.46,23.78,197.0,335.0,290.0
2013,1306,276.64,30.3,131.0,335.0,282.0
2014,1306,322.08,23.43,170.0,351.0,328.0
2015,1306,213.79,39.19,95.0,346.0,206.0
2016,1306,227.93,31.4,133.0,330.0,226.5
2017,1306,166.38,31.5,48.0,301.0,168.0
2018,1306,267.41,35.78,148.0,349.0,268.5
2019,1306,343.08,10.73,219.0,353.0,346.0
2020,1306,263.84,27.77,189.0,342.0,262.0
2021,1306,242.7,27.64,138.0,340.0,244.0
2022,1306,227.43,35.0,102.0,312.0,234.0
2023,1306,280.15,27.37,115.0,350.0,281.0
2024,1306,193.64,40.25,86.0,336.0,194.0
2003,1307,199.63,35.84,76.0,290.0,197.0
2004,1307,130.05,41.91,58.0,316.0,118.0
2005,1307,59.73,22.07,5.0,147.0,56.0
2006,1307,111.72,24.3,28.0,208.0,114.0
2007,1307,116.26,20.12,56.0,188.0,116.0
2008,1307,52.96,17.74,14.0,131.0,52.0
2009,1307,76.43,37.31,12.0,276.0,70.5
2010,1307,21.42,14.04,2.0,78.0,17.0
2011,1307,62.19,16.85,11.0,111.0,62.0
2012,1307,33.85,21.28,5.0,141.0,28.0
2013,1307,20.81,12.33,1.0,64.0,18.0
2014,1307,34.61,13.08,7.0,97.0,33.0
2015,1307,109.94,30.89,24.0,249.0,106.0
2016,1307,97.53,29.59,14.0,196.0,102.0
2017,1307,113.65,18.13,55.0,178.0,113.0
2018,1307,142.48,33.28,63.0,276.0,135.0
2019,1307,170.73,26.94,38.0,292.0,175.0
2020,1307,112.55,32.69,31.0,256.0,113.0
2021,1307,254.32,62.63,1.0,340.0,273.0
2022,1307,175.92,38.94,88.0,341.0,168.0
2023,1307,47.25,25.63,2.0,192.0,47.0
2024,1307,35.36,19.43,5.0,193.0,32.0
2003,1308,100.44,24.16,55.0,242.0,97.0
2004,1308,184.96,28.36,76.0,292.0,186.0
2005,1308,255.77,49.07,86.0,324.0,272.0
2006,1308,168.8,50.08,55.0,298.0,164.0
2007,1308,75.9,16.58,35.0,143.0,73.0
2008,1308,123.54,26.04,41.0,188.0,129.0
2009,1308,138.17,29.0,41.0,292.0,131.5
2010,1308,131.04,41.64,49.0,276.0,124.0
2011,1308,157.26,37.87,46.0,287.0,151.0
2012,1308,78.69,19.71,24.0,179.0,79.0
2013,1308,105.4,28.69,36.0,242.0,99.0
2014,1308,76.52,16.41,30.0,155.0,77.0
2015,1308,123.74,30.33,38.0,247.0,119.0
2016,1308,129.15,23.79,63.0,259.0,124.0
2017,1308,85.59,28.71,3.0,226.0,85.5
2018,1308,60.92,22.75,1.0,229.0,58.0
2019,1308,61.08,20.61,18.0,166.0,58.0
2020,1308,107.77,26.5,38.0,263.0,105.0
2021,1308,178.05,68.62,20.0,347.0,169.0
2022,1308,79.45,26.65,21.0,173.0,80.0
2023,1308,172.95,52.34,57.0,342.0,182.0
2024,1308,258.84,31.95,149.0,345.0,260.0
2003,1309,162.08,26.19,47.0,281.0,163.0
2004,1309,143.05,33.24,8.0,246.0,142.5
2005,1309,209.65,32.42,128.0,324.0,201.0
2006,1309,252.1,36.42,147.0,326.0,251.0
2007,1309,220.51,22.86,104.0,302.0,221.0
2008,1309,160.53,31.2,56.0,256.0,164.0
2009,1309,269.29,23.29,148.0,326.0,274.0
2010,1309,296.35,34.0,100.0,342.0,306.0
2011,1309,400.0,0.0,400.0,400.0,400.0
2012,1309,400.0,0.0,400.0,400.0,400.0
2013,1309,329.11,18.7,196.0,346.0,334.0
2014,1309,280.41,47.48,54.0,350.0,284.0
2015,1309,303.13,27.43,130.0,345.0,309.0
2016,1309,301.04,23.47,198.0,343.0,305.0
2017,1309,213.0,49.08,102.0,349.0,202.5
2018,1309,246.49,26.49,165.0,326.0,247.0
2019,1309,257.92,32.17,155.0,345.0,259.0
2020,1309,305.8,30.87,173.0,347.0,317.0
2021,1309,312.39,22.07,225.0,354.0,315.0
2022,1309,258.61,26.98,161.0,322.0,262.0
2023,1309,339.03,17.55,253.0,363.0,343.0
2024,1309,323.25,25.94,153.0,362.0,330.0
2003,1310,183.34,36.68,93.0,296.0,177.0
2004,1310,113.68,26.16,24.0,222.0,118.0
2005,1310,128.44,28.88,63.0,220.0,128.5
2006,1310,195.33,32.2,80.0,267.0,198.0
2007,1310,201.01,44.54,85.0,323.0,196.0
2008,1310,121.9,29.63,16.0,243.0,123.0
2009,1310,75.15,24.24,14.0,178.0,73.5
2010,1310,136.82,27.11,62.0,232.0,137.0
2011,1310,288.73,31.49,113.0,337.0,296.0
2012,1310,236.85,24.02,149.0,322.0,236.0
2013,1310,156.4,34.27,92.0,296.0,146.0
2014,1310,280.11,34.13,141.0,343.0,285.0
2015,1310,297.46,18.48,164.0,338.0,299.0
2016,1310,303.28,16.91,232.0,349.0,304.0
2017,1310,276.05,26.29,178.0,345.0,276.0
2018,1310,198.14,27.79,118.0,287.0,196.0
2019,1310,274.14,35.72,128.0,347.0,283.0
2020,1310,295.78,23.23,179.0,348.0,298.0
2021,1310,239.13,28.68,137.0,335.0,239.5
2022,1310,206.62,28.29,77.0,310.0,211.0
2023,1310,230.49,28.05,90.0,319.0,237.0
2024,1310,276.11,35.3,157.0,356.0,270.0
2003,1311,316.62,11.24,186.0,327.0,319.0
2004,1311,305.2,27.54,138.0,326.0,315.0
2005,1311,302.19,31.04,133.0,328.0,315.0
2006,1311,272.05,39.03,147.0,328.0,284.0
2007,1311,299.42,16.24,228.0,329.0,301.0
2008,1311,237.76,37.98,108.0,312.0,251.0
2009,1311,202.52,35.11,107.0,301.0,198.0
2010,1311,276.19,24.48,123.0,334.0,281.0
2011,1311,194.12,44.83,27.0,299.0,199.5
2012,1311,307.66,27.9,150.0,344.0,310.0
2013,1311,288.99,27.55,68.0,346.0,293.0
2014,1311,289.7,34.36,190.0,349.0,298.0
2015,1311,328.98,14.37,262.0,350.0,331.0
2016,1311,323.49,27.23,109.0,350.0,331.0
2017,1311,274.95,48.06,62.0,346.0,285.0
2018,1311,207.41,43.93,117.0,332.0,200.0
2019,1311,285.67,37.86,153.0,343.0,299.0
2020,1311,194.22,33.2,99.0,312.0,193.0
2021,1311,195.65,34.41,112.0,324.0,195.0
2022,1311,202.21,28.8,71.0,282.0,204.0
2023,1311,243.4,30.62,131.0,341.0,243.0
2024,1311,251.39,29.81,90.0,355.0,254.0
2007,1312,327.85,5.29,299.0,336.0,329.0
2008,1312,339.96,2.45,321.0,342.0,341.0
2009,1312,342.0,11.55,253.0,347.0,343.0
2010,1312,330.36,13.14,246.0,347.0,333.0
2011,1312,318.21,20.61,241.0,345.0,322.0
2012,1312,294.82,24.64,183.0,344.0,298.0
2013,1312,258.89,33.53,123.0,338.0,262.0
2014,1312,296.58,25.6,166.0,346.0,303.0
2015,1312,207.15,38.92,123.0,328.0,198.0
2016,1312,185.28,26.58,92.0,277.0,189.0
2017,1312,249.78,38.3,101.0,322.0,253.0
2018,1312,246.37,26.08,106.0,328.0,247.0
2019,1312,168.9,36.63,43.0,287.0,172.0
2020,1312,294.85,30.92,145.0,347.0,303.0
2021,1312,260.63,33.01,113.0,341.0,266.0
2022,1312,294.34,29.75,172.0,353.0,298.0
2023,1312,330.46,15.89,189.0,361.0,332.0
2024,1312,330.67,14.09,253.0,362.0,331.0
2003,1313,275.77,21.95,186.0,318.0,279.5
2004,1313,306.86,20.02,172.0,325.0,310.0
2005,1313,260.36,28.83,139.0,324.0,265.0
2006,1313,271.1,19.97,169.0,312.0,272.0
2007,1313,297.92,19.27,244.0,328.0,300.0
2008,1313,280.98,29.99,197.0,331.0,283.0
2009,1313,306.07,21.51,197.0,341.0,308.0
2010,1313,306.63,21.24,219.0,335.0,313.0
2011,1313,299.7,19.0,205.0,341.0,300.0
2012,1313,149.87,54.28,5.0,317.0,143.0
2013,1313,204.62,30.86,109.0,303.0,207.0
2014,1313,238.98,27.9,139.0,337.0,244.0
2015,1313,185.36,29.97,109.0,315.0,181.0
2016,1313,241.88,19.43,180.0,314.0,242.0
2017,1313,296.2,25.46,160.0,342.0,303.0
2018,1313,317.21,19.64,251.0,351.0,320.0
2019,1313,258.98,32.79,146.0,334.0,262.0
2020,1313,279.37,32.33,125.0,352.0,278.0
2021,1313,219.25,36.13,24.0,297.0,223.0
2022,1313,193.06,43.56,86.0,304.0,193.0
2023,1313,184.1,38.0,90.0,346.0,184.0
2024,1313,210.95,33.99,125.0,324.0,210.0
2003,1314,47.27,17.22,7.0,131.0,49.0
2004,1314,14.62,7.83,3.0,75.0,14.0
2005,1314,6.21,7.28,1.0,77.0,4.0
2006,1314,21.91,13.41,1.0,81.0,20.0
2007,1314,3.22,2.51,1.0,18.0,3.0
2008,1314,3.18,2.28,1.0,26.0,3.0
2009,1314,3.27,2.98,1.0,27.0,2.0
2010,1314,49.77,24.74,1.0,133.0,54.0
2011,1314,24.45,14.0,4.0,99.0,21.0
2012,1314,7.53,6.13,1.0,61.0,6.0
2013,1314,36.37,15.13,2.0,83.0,36.0
2014,1314,31.53,14.6,1.0,106.0,28.0
2015,1314,12.59,5.35,3.0,45.0,12.0
2016,1314,7.87,4.72,1.0,52.0,7.0
2017,1314,7.6,5.3,1.0,34.0,6.0
2018,1314,9.34,4.44,1.0,57.0,9.0
2019,1314,8.59,6.42,1.0,49.0,7.0
2020,1314,74.34,36.19,3.0,183.0,80.0
2021,1314,40.63,19.04,7.0,209.0,39.0
2022,1314,37.19,12.79,13.0,170.0,35.0
2023,1314,32.4,12.35,1.0,96.0,32.0
2024,1314,13.02,10.47,1.0,98.0,9.0
2009,1315,288.88,33.33,197.0,346.0,290.0
2010,1315,333.89,12.41,192.0,347.0,337.0
2011,1315,297.16,23.82,205.0,344.0,298.0
2012,1315,264.28,29.42,133.0,335.0,267.0
2013,1315,274.16,32.45,89.0,347.0,272.0
2014,1315,234.06,31.95,41.0,316.0,234.0
2015,1315,292.45,27.92,127.0,335.0,301.0
2016,1315,237.57,38.19,138.0,333.0,230.0
2017,1315,189.36,39.54,53.0,314.0,187.0
2018,1315,253.86,29.83,122.0,323.0,256.0
2019,1315,280.2,24.66,130.0,327.0,283.0
2020,1315,242.31,26.98,146.0,346.0,241.0
2021,1315,286.87,22.33,188.0,346.0,288.0
2022,1315,339.27,14.03,250.0,357.0,344.0
2023,1315,295.66,29.34,122.0,355.0,299.0
2024,1315,247.85,35.75,89.0,348.0,248.0
2006,1316,327.1,5.1,302.0,334.0,329.0
2007,1316,332.11,5.44,305.0,336.0,335.0
2008,1316,337.4,3.32,321.0,341.0,339.0
2009,1316,330.88,10.7,252.0,346.0,333.5
2010,1316,244.14,35.71,113.0,343.0,242.0
2011,1316,214.3,35.94,59.0,320.0,215.0
2012,1316,185.18,25.06,107.0,272.0,187.0
2013,1316,234.08,27.65,138.0,319.0,240.0
2014,1316,235.95,27.64,163.0,312.0,236.0
2015,1316,170.71,34.38,69.0,292.0,166.0
2016,1316,143.47,26.11,63.0,242.0,145.0
2017,1316,261.65,29.36,167.0,345.0,261.0
2018,1316,268.08,28.79,172.0,336.0,268.0
2019,1316,205.99,26.54,104.0,302.0,201.0
2020,1316,174.84,26.4,94.0,268.0,173.0
2021,1316,281.2,24.15,184.0,350.0,286.0
2022,1316,285.01,26.88,164.0,358.0,284.0
2023,1316,253.86,28.17,183.0,350.0,251.0
2024,1316,254.97,33.72,102.0,345.0,252.0
2003,1317,214.08,46.25,36.0,290.0,224.5
2004,1317,239.79,37.47,129.0,325.0,232.5
2005,1317,156.92,38.03,50.0,292.0,164.0
2006,1317,184.75,25.33,84.0,257.0,187.0
2007,1317,147.17,28.65,37.0,236.0,150.0
2008,1317,133.98,28.55,21.0,227.0,140.0
2009,1317,155.82,26.02,69.0,238.0,156.0
2010,1317,165.68,30.32,68.0,234.0,167.0
2011,1317,139.65,38.93,23.0,265.0,141.0
2012,1317,188.46,31.15,104.0,318.0,180.0
2013,1317,235.98,32.67,101.0,310.0,242.0
2014,1317,202.99,33.68,75.0,303.0,201.0
2015,1317,240.04,32.4,104.0,317.0,242.0
2016,1317,283.94,23.7,84.0,344.0,285.0
2017,1317,296.03,28.65,153.0,348.0,302.0
2018,1317,204.97,36.85,38.0,346.0,195.5
2019,1317,116.53,35.33,12.0,255.0,123.0
2020,1317,111.69,39.12,26.0,290.0,101.0
2021,1317,100.59,31.21,25.0,262.0,95.0
2022,1317,68.23,29.76,19.0,270.0,63.0
2023,1317,65.39,26.01,17.0,298.0,63.0
2024,1317,98.37,29.59,23.0,261.0,93.0
2003,1318,225.07,24.46,126.0,306.0,222.0
2004,1318,179.07,24.53,102.0,259.0,179.0
2005,1318,140.34,47.49,26.0,275.0,137.0
2006,1318,120.23,27.64,9.0,209.0,121.0
2007,1318,199.69,23.65,87.0,274.0,198.0
2008,1318,171.79,23.11,105.0,245.0,173.0
2009,1318,104.95,27.22,38.0,211.0,100.0
2010,1318,96.67,38.42,21.0,263.0,84.0
2011,1318,189.08,35.2,56.0,282.0,191.0
2012,1318,196.02,29.93,54.0,294.0,196.0
2013,1318,155.02,28.89,68.0,249.0,153.0
2014,1318,207.7,38.17,69.0,300.0,211.0
2015,1318,116.32,22.26,47.0,209.0,118.0
2016,1318,123.33,27.56,39.0,237.0,124.0
2017,1318,141.01,33.32,42.0,301.0,143.0
2018,1318,121.25,31.54,51.0,302.0,117.0
2019,1318,106.38,22.91,47.0,249.0,106.0
2020,1318,157.02,33.39,56.0,253.0,153.0
2021,1318,155.41,29.97,75.0,328.0,152.0
2022,1318,224.59,49.53,99.0,317.0,242.0
2023,1318,276.29,25.12,161.0,355.0,278.0
2024,1318,224.54,27.48,119.0,311.0,226.0
2003,1319,182.76,35.92,68.0,280.0,194.0
2004,1319,193.14,24.87,102.0,282.0,194.0
2005,1319,229.22,36.37,117.0,302.0,231.0
2006,1319,169.04,46.4,87.0,300.0,156.0
2007,1319,183.74,26.71,116.0,283.0,183.0
2008,1319,142.57,18.91,84.0,215.0,143.0
2009,1319,252.51,42.69,150.0,333.0,263.0
2010,1319,215.24,28.37,126.0,319.0,212.0
2011,1319,155.5,34.33,70.0,297.0,158.0
2012,1319,308.87,29.94,161.0,342.0,320.0
2013,1319,270.36,41.04,55.0,339.0,282.0
2014,1319,257.17,25.96,95.0,324.0,257.0
2015,1319,220.35,26.37,134.0,326.0,219.0
2016,1319,318.88,36.42,154.0,351.0,334.0
2017,1319,330.47,10.39,280.0,350.0,330.0
2018,1319,328.27,10.88,265.0,347.0,330.0
2019,1319,303.39,16.71,190.0,353.0,305.0
2020,1319,209.38,37.77,91.0,330.0,204.0
2021,1319,305.34,25.8,160.0,354.0,309.0
2022,1319,305.97,25.11,153.0,346.0,311.0
2023,1319,277.97,29.95,169.0,362.0,280.0
2024,1319,261.77,47.03,130.0,358.0,265.0
2003,1320,207.21,34.92,78.0,282.0,209.0
2004,1320,114.01,34.41,21.0,291.0,109.0
2005,1320,53.54,18.09,8.0,181.0,52.0
2006,1320,28.59,14.97,5.0,92.0,25.0
2007,1320,63.94,19.6,15.0,139.0,67.0
